layer,norm,nr_parameters,spec
monarch2,1225.3258056640625,102384,nr_blocks=54
monarch2,1219.530029296875,117936,nr_blocks=72
monarch2,1215.7257080078125,127008,nr_blocks=81
monarch2,1204.0169677734375,156816,nr_blocks=108
monarch2,1178.6710205078125,221616,nr_blocks=162
monarch2,1150.6990966796875,289008,nr_blocks=216
monarch2,1093.2449951171875,426384,nr_blocks=324
monarch2,1031.0582275390625,565056,nr_blocks=432
monarch2,893.8219604492188,843696,nr_blocks=648
kronecker1,1297.27880859375,3888,d=36
kronecker1,1295.285888671875,27604,d=8
kronecker1,1270.5103759765625,421204,d=2
kronecker2,1296.943359375,8113,d=81
kronecker2,1293.6776123046875,47988,d=216
kronecker2,1278.7508544921875,421204,d=648
TT-2,1296.3748779296875,3888,"2 cores, rank=1"
TT-2,1292.948486328125,42768,"2 cores, rank=16"
TT-2,1283.4134521484375,167184,"2 cores, rank=64"
TT-2,1271.8701171875,333072,"2 cores, rank=128"
TT-2,1249.4730224609375,664848,"2 cores, rank=256"
TT-2,1184.8475341796875,1680912,"2 cores, rank=648"
BTT-2,1296.38720703125,1296,"2 cores, rank=0"
BTT-2,1228.4381103515625,94608,"2 cores, rank=1"
BTT-2,1165.5377197265625,187920,"2 cores, rank=2"
BTT-2,1105.954345703125,281232,"2 cores, rank=3"
BTT-2,1048.8558349609375,374544,"2 cores, rank=4"
BTT-2,993.9033813476562,467856,"2 cores, rank=5"
BTT-2,940.8558349609375,561168,"2 cores, rank=6"
BTT-2,889.6209106445312,654480,"2 cores, rank=7"
BTT-2,840.028076171875,747792,"2 cores, rank=8"
BTT-2,791.953857421875,841104,"2 cores, rank=9"
BTT-2,745.2216796875,934416,"2 cores, rank=10"
BTT-2,699.965087890625,1027728,"2 cores, rank=11"
BTT-2,656.0159912109375,1121040,"2 cores, rank=12"
BTT-2,613.3583984375,1214352,"2 cores, rank=13"
BTT-2,571.868896484375,1307664,"2 cores, rank=14"
BTT-2,531.6644897460938,1400976,"2 cores, rank=15"
BTT-2,492.6080017089844,1494288,"2 cores, rank=16"
BTT-2,454.7822265625,1587600,"2 cores, rank=17"
BTT-2,418.2110595703125,1680912,"2 cores, rank=18"
blast4x4,1264.06591796875,43024,"block_size=4, rank=16"
blast4x4,1167.961181640625,168208,"block_size=4, rank=64"
blast4x4,789.2916259765625,668944,"block_size=4, rank=256"
blast4x4,120.25953674316406,1680848,"block_size=4, rank=644"
